"","f1.1","f1.2","f1.3","f1.4","f1.0","f2.1","f2.2","f2.3","f2.4","f2.0","f3.1","f3.2","f3.3","f3.4","f3.0","f4.1","f4.2","f4.3","f4.4","f4.0","f5.1","f5.2","f5.3","f5.4","f5.0","f6.1","f6.2","f6.3","f6.4","f6.0","f7.1","f7.2","f7.3","f7.4","f7.0","f8.1","f8.2","f8.3","f8.4","f8.0","f9.1","f9.2","f9.3","f9.4","f9.0","f10.1","f10.2","f10.3","f10.4","f10.0"
"1",-0.46918056969349,-0.226692501752688,-0.0357696891294507,1.05819456229495,-1.17099120340124,-1.6744237522792,-3.92146306687484,-2.60390429060391,-1.8029674334373,1.03805258876451,-1.56706977661233,3.80647998034142,-0.957464962921117,1.1623568245731,-1.4254738642203,-0.217892461527285,-2.43805966785907,3.27147992012702,2.19364404497187,-0.00202118050738901,0.0247871257810779,1.82619934032244,0.404817201592247,-0.766807839557156,-1.18778001787468,3.47218288146302,-1.89058964994663,-0.139111723173638,3.30872314843221,-0.796558478107373,0.906838537306892,-1.86833477993014,-0.440981303554909,1.64280447938269,0.815128237632425,0.803714215871561,-0.27423106561778,0.0029710959990494,0.10608423550679,1.5122647454755,0.209641273609212,-1.3149646495753,-1.83680212986545,1.05246095134134,-0.110400256385665,0.888718510088294,-3.09012095840501,0.245313922742726,1.13788871156133,1.25203836171681
"2",0.308821930036279,-0.822699110377964,-0.774917328808495,-1.19828621409998,-0.510191881701934,-1.41686290895246,0.152864371042766,-1.38076202625076,-2.30953836873581,-0.711899068976787,-0.420066175606036,1.63314959903098,0.258462792645859,-0.805767978089233,0.905639137863174,-0.630226188423946,-0.451731026588908,-0.0455443782536698,2.12598691912029,-0.0747573740669547,0.982942105307725,-0.895369367002889,0.862088636289996,0.339814438772482,0.984189830325981,-2.10333518153487,-2.07586973878417,0.462466822806719,-2.79480137083375,0.920915400479074,0.16481449492521,-3.11324974277461,1.8802836308629,-1.7945014401355,-1.96703181636566,2.54141924190653,0.829766408646964,-0.605463155014316,1.32018965531563,2.05165054971848,-2.38565308745532,0.662447052624928,2.10462242505807,0.730525258759584,0.904601515398979,-0.317201151120492,-1.64643517424299,2.29651851860833,-0.174509741184894,1.44463676773143
"3",-2.04448125012885,1.49735916937107,0.161502859590737,-1.29752973630029,-2.35141559003141,-0.178277453314284,-0.447570550747557,-2.75098000370138,-1.13611174043231,1.33511562380459,1.29720469832655,-0.608340535895431,-0.0983725459795274,3.04301082860242,-1.41793598908982,2.72258798475064,0.20868323676211,2.05706554376153,1.25411573852446,1.89076975333028,-0.156015663089351,-3.11647991900227,1.88538515598185,-1.95541827711778,-0.409990368757038,2.20752880544945,0.110321166719202,-2.78156611629856,1.16357600614477,-1.01155130677735,-1.4534293480223,2.62081789730113,-1.13811929928045,0.722336000355983,-1.61361448316778,-3.6411333492613,-0.779573941880496,0.119218252406753,1.50098495635884,0.096510451726674,1.12938111121573,-0.760734558712591,0.287155012340872,-0.966854228466515,-0.0154665941220615,2.98831176994183,-0.268163619440203,-0.197534477630332,1.64961969047744,-1.31608695822832
"4",1.77863559675878,0.307289860360871,-1.51718021715156,0.390257345319831,0.162863118918082,3.05410261957219,0.421924693852822,6.77743863164763,-2.67789960135683,2.36177202046238,-1.70841309492532,-0.485328413028598,1.47338103506412,1.84744621796374,-0.123707172364639,2.47054688047015,1.93562101193779,-6.10133031412485,-2.33583271454849,0.245922867162809,0.542230565042088,-3.08269358735127,0.804382417757817,-4.15296405796185,-1.25131761773942,-2.10251471638448,2.72833591496078,3.53625266480855,-1.82913406793409,-1.87639942578919,-0.144565025555329,2.42074166605205,0.0116615176748735,-0.658121681950233,0.808284574408416,-0.702132553206889,1.91137897126774,-3.40078577916471,2.46143662709339,2.25122363136342,0.316451025702994,-1.62733835208243,0.792525432780532,2.75724579394282,-1.2023764041969,0.106456899350986,0.167934353521868,2.45228136616869,1.21562531137643,-1.28082185735427
"5",-1.08590777654151,-0.109173109205097,0.26336557908136,1.73180335581013,-2.47991033938392,-1.77953057844933,-0.568238924966243,1.51882396773952,-2.46520508149535,-0.666747483438107,0.507977369991695,0.0230740455818205,1.85817987198487,-0.324947045832009,0.694673522855232,2.98536614221948,-1.2492507887631,1.52176802901338,-0.00900425134245342,0.876450728316767,-0.906484935708205,2.29017981280493,-3.00598884074873,-2.89722412500406,1.63572832097849,1.23382089554445,-0.110466322241855,0.678989418805246,-0.664649312089376,0.867071462017236,-3.63132247603136,-0.4604746249699,-1.45517808467193,2.02678300042681,2.34561506396481,-0.658534508521838,-0.614222340636103,-4.69676678126359,0.747524047810777,0.268318964870103,-0.166736408872793,1.98426424249296,-0.496936837986864,-0.329115444530236,-2.41959234310801,-1.29082195057685,2.22161010519983,1.02188008442358,0.341946999789666,1.82647966347427
"6",2.76983038650916,0.962198095248464,0.785998495421638,-0.787723518851096,-0.143651925132006,-0.306528620701515,1.77268153549729,2.21280469286276,-1.40843927983658,-1.10636607065378,1.36920544690746,0.719676925579862,0.590290154722805,-2.18637325486971,0.516092939504955,-3.73871385367706,3.7629795880116,-0.681553176458173,1.26478203771042,-0.609804838791403,-1.0103134701877,0.333614347241292,-1.29493044986451,1.94372881622532,-1.12369396928355,-2.48855881314927,-0.0126602683748962,-0.259635342400263,3.07829928620026,0.524185464996406,1.67975936099551,-0.0101286329093673,-1.0412764155997,1.20663056748654,0.21207636183165,1.37921991228074,-0.505381379238517,1.20333816545286,-1.27713605949859,3.05030106942979,0.445453652602114,-0.619335033793646,1.92087357179164,-1.42489396813103,-0.915505548878665,-1.02090784099256,1.06474947675943,-0.191130858656146,-0.80708978196025,-0.431416442616671
"7",-0.220289278776677,-0.354776793737099,-0.099970888545997,1.08689131607902,-0.915571313562811,-3.49681533738597,-2.0225955099494,-1.42366006378252,-1.90601523858802,-0.00932417956938841,-0.768854048985303,2.7371368165078,0.637358434219965,-1.46289814434334,-0.137537021652105,-2.97507561040982,0.272150553187137,2.93256372829945,-0.157042543185182,-1.88281373072546,-2.79251013101754,-1.2445004430219,-0.0532075309743107,0.883230810635894,1.3097607831949,1.58550441071841,0.519151559146797,-1.35799386370027,1.98557775391411,-1.11579991815946,4.38127638894025,-0.805725868354036,-1.59347252988247,1.66238965974486,1.94207227204097,0.637677214085072,-0.918930242760247,2.26788825223966,-1.89069055165144,2.58174756113224,0.532921771416784,0.219911075570588,-1.13809895089935,0.687384041529785,-3.18874637180956,-3.59461730174874,0.107847918512873,-0.889045998740018,-1.8959533105894,0.328678256511945
"8",0.251628578984,2.33741742085419,0.935480939702574,-1.47281365298988,0.998279204433984,-1.38610054916945,1.29512065778498,0.942928365349635,0.89076134656481,0.56240384478457,0.459177669504875,2.10521929539877,-3.38090636985003,-0.872042368168278,1.34510257837685,-4.67871023456842,4.15422929560617,1.31042155878857,2.55488166969855,1.2938900956325,2.31167126107569,-1.09860514240498,3.23606687522904,-3.158598325336,-2.23301991010754,-1.98975477121926,4.60704113845502,-3.29548241050173,1.89279260344934,-2.84610720128825,-1.24602372738057,0.830576131530319,-1.88925524380363,-0.715656913531012,1.40415161208936,-0.833416050182417,-5.99448344708721,-0.593027545042068,0.582760070730656,-0.614322365431512,1.74756981426523,0.17039318677341,0.00704850213133648,0.332924184297528,1.45688215842707,-0.303070770875228,4.51915777198982,-2.26043717397128,0.668823848630947,-0.458718069676272
"9",-3.75906776255518,-0.428050796102693,-1.22673045600066,0.538964779040806,-1.24661769152379,-0.562526366143198,0.556044222985669,-2.52616202595191,0.405243314067363,0.318413378479636,-2.21443367012235,2.0076628162429,0.360168030478836,1.06097725678953,-0.629965968276782,-1.31664457412548,-4.35330382018156,0.291716931084265,-0.780801164726754,1.5317523750706,1.04331156395466,-1.23997796554372,1.90398169029478,-3.76213998080504,2.98706916721351,1.75480657827159,3.86947539187065,-3.50993691546714,-2.77838510751094,4.63200579482386,-0.11118511631622,-0.0935125056567159,-2.08367685786271,1.49039934078397,-0.756517428729418,-2.09534385235149,-2.31229909142403,3.7321366194792,5.49328181483591,-1.82884957102893,-3.92543152917865,-2.99588325274257,-2.27673845766493,-0.196729924512336,1.17578182409496,-1.12386535126224,-0.0374868907254186,-1.16759636988613,2.54375201632517,0.908059957615415
"10",-0.188846819597049,-0.321601386584851,-0.488253462076551,-0.644466032925042,0.151425161642457,1.20743417112907,1.65286654877823,1.08977772025155,-0.800608113805101,-0.141740222689491,-3.9083072363993,-1.04943135915427,1.29335213476879,0.398813287489339,0.606371840947271,0.18545700024463,-0.739250860391282,1.13416177752382,-1.74685460747968,2.0507616692811,4.45417372111427,-2.77431311377685,-2.80268882492725,-0.347774340789163,-2.30696478168577,-0.375179033121039,2.59715388051626,-2.13196195811882,-0.392812432957516,0.793377486583421,-4.18830844791089,-0.481154994006417,2.90561511156736,0.436883747875355,0.514346194268934,2.99392390275703,0.114771442959819,0.36971536574581,0.637207096713686,0.426628006355134,-3.30451174101061,3.07885454213671,-2.60030402273662,5.23766265422666,-1.27681661658551,-1.209175832777,2.76329353270844,2.12075457318704,-0.223389206380278,1.91912626699453
